Gene	log10_ci_low	log10_ci_high	log10_map
AC015987.2	-6.13714798	-0.29944354	-1.23029177
AC015989.1	-6.21171911	-0.37320218	-1.80322432
AC016757.3	-6.14539562	-0.28797116	-1.2118179
AC017028.1	-5.85725881	-0.12841382	-1.04259121
AC017104.2	-5.96015743	-0.17968351	-1.09822036
AC018470.1	-2.1558691	-0.00659364	-0.85617993
AC018755.1	-5.49014326	-0.00180406	-0.94136798
AC018816.3	-4.7476965	-0.00395194	-0.85628682
AC018867.1	-6.21778898	-0.3769279	-1.54793548
AC018867.2	-6.17133959	-0.34763532	-1.35859621
AC019171.1	-5.93642057	-0.15665196	-1.12816349
AC019206.1	-6.04789393	-0.52729402	-3.02005581
AC022400.2	-6.24208157	-0.43791713	-4.51811621
AC022532.1	-6.09300712	-0.63130669	-1.5398117
AC024580.1	-5.59474593	-0.03943246	-0.99724513
AC024592.12	-5.47429432	-0.01742647	-0.95805948
AC026202.1	-6.16694766	-1.43241742	-3.49373775
AC026407.1	-6.18787656	-2.08981676	-4.02282194
AC027763.2	-6.02487341	-0.22224759	-1.12096105
AC037459.4	-5.91228754	-1.25719857	-1.85685988
AC040160.1	-2.86942345	-0.00744895	-0.8419635
AC068533.7	-6.1198269	-1.98914209	-3.32445295
AC068987.1	-6.1387026	-0.28850176	-1.21253195
AC069368.3	-5.80873182	-1.41993035	-1.97990703
AC073063.1	-6.19990306	-0.35957594	-1.43736501
AC073343.1	-6.16105682	-2.09303131	-4.11643644
AC073569.1	-6.2456328	-0.41507547	-4.83760003
AC073610.5	-5.74900283	-0.07850438	-1.02595213
AC074212.3	-1.3201093	-0.09269054	-0.65594033
AC079612.1	-4.3430504	-0.0068848	-0.8945927
AC087645.1	-5.43461601	-0.0012802	-0.90203417
AC090427.1	-6.04010246	-0.51211341	-2.69286503
AC093157.1	-6.15306209	-0.3114274	-1.21421248
AC103809.2	-5.97013374	-0.18419474	-1.18198347
AC104534.3	-1.42362965	-0.09629705	-0.73287493
AC104667.3	-5.98119987	-0.18320967	-1.16535558
AC110615.1	-6.09154746	-0.2620896	-1.15419661
AC110619.2	-5.2156318	-0.01386664	-0.93533769
AC110781.3	-6.20041132	-0.35547271	-1.29307254
AC112205.1	-6.2149353	-0.37077962	-1.69562683
AC114494.1	-6.20033849	-0.3186408	-1.28473257
AC120194.1	-6.24756021	-0.40523684	-1.94508577
AC121757.1	-6.14204594	-0.29357515	-1.18985056
AC135048.1	-6.10862922	-0.25676047	-1.19105163
AC136604.1	-6.24835816	-0.39090891	-1.48186084
AC137932.1	-6.19459426	-0.35828593	-1.33185501
ACAA1	-5.91819618	-1.69321872	-2.31690587
ACAA2	-6.00400207	-1.66715171	-2.26084408
ACACA	-1.28325785	-0.77046069	-1.0560741
ACACB	-4.25098539	-1.69992503	-2.54012403
ACAD10	-5.93674049	-1.94544689	-2.92974965
ACAD11	-6.07771422	-2.80487061	-3.91024207
ACAD8	-6.1077217	-2.13111182	-3.18411211
ACAD9	-5.68292185	-1.50570796	-2.08211296
ACADL	-6.19072012	-2.24424486	-3.5512823
ACADM	-5.7942949	-1.51640462	-2.09191086
ACADS	-6.03534982	-1.72945026	-2.56349515
ACADSB	-6.06009803	-2.08217677	-3.38684842
ACADVL	-3.29570574	-1.14393164	-1.76111581
ACAN	-1.05354021	-0.18806033	-0.60497863
ACAP1	-1.87475506	-1.09623691	-1.46143902
ACAP2	-1.54960979	-0.82879873	-1.20895853
ACAP3	-2.06677317	-1.15316589	-1.55138053
ACAT1	-5.95557569	-1.60421551	-2.18060376
ACAT2	-6.13468615	-2.00477947	-3.44199921
ACBD3	-1.90159306	-0.99508181	-1.41575043
ACBD4	-6.03848326	-1.80484264	-2.5604379
ACBD5	-6.06699564	-1.97850443	-2.73210629
ACBD6	-6.01945879	-1.60878418	-2.24431393
ACBD7	-6.21360562	-2.38330304	-4.48515516
ACCS	-6.12947229	-2.0442925	-2.83723291
ACCSL	-6.20973273	-2.31374655	-3.74265344
ACD	-6.15530545	-2.2044616	-3.30433022
ACE	-5.78311212	-1.79857927	-2.65576266
ACER1	-6.1453235	-1.95585716	-3.84873042
ACER2	-3.03356273	-0.39938674	-1.36111198
ACER3	-4.44968485	-0.86616549	-1.59349325
ACHE	-1.41715082	-0.30362321	-0.83780941
ACIN1	-1.27203809	-0.56290326	-0.94613674
ACKR2	-6.14592293	-1.74123816	-3.03022131
ACKR3	-2.13722993	-0.00776711	-0.79920202
ACKR4	-6.16354412	-2.15553169	-3.39399571
ACLY	-1.72436494	-1.12975868	-1.41616726
ACMSD	-5.71488166	-1.27542566	-2.00532445
ACN9	-6.17916712	-1.86089954	-3.04689094
ACO1	-5.99952484	-2.00354601	-2.93609124
ACO2	-1.7138486	-0.83780459	-1.29699986
ACOT1	-5.87074923	-0.50488659	-1.45190195
ACOT11	-6.12360435	-2.20360912	-3.47336546
ACOT12	-6.01852453	-2.04111547	-3.31447634
ACOT13	-6.17049695	-1.88370592	-3.10830524
ACOT2	-6.15188217	-1.84513814	-2.77044974
ACOT4	-6.21280489	-2.35727943	-3.53048224
ACOT6	-6.19591496	-1.72393401	-2.6506007
ACOT7	-1.33189091	-0.09581926	-0.68363074
ACOT8	-6.20315659	-2.30067378	-3.48805711
ACOX1	-1.90329575	-1.05924113	-1.46993885
ACOX2	-6.02983177	-1.89534584	-2.56052807
ACOX3	-6.15731258	-2.14623998	-3.84323223
ACOXL	-6.07375311	-2.22748649	-3.42827697
ACP1	-5.81522835	-0.73139783	-1.55584443
ACP2	-5.67853805	-1.36389379	-1.93597603
ACP5	-1.47872761	-0.09501789	-0.67378667
ACP6	-5.89959247	-1.46202782	-2.04876464
ACPL2	-5.52448477	-0.97360823	-1.66706157
ACPP	-6.19603982	-2.24870406	-3.38044753
ACPT	-6.11489469	-1.96313234	-3.17659684
ACR	-6.09532151	-1.6860671	-2.33786993
ACRBP	-4.83098166	-1.29511652	-1.8567364
ACRV1	-6.22047295	-2.27089672	-3.46100908
ACSBG1	-4.15728487	-1.24551478	-1.7984684
ACSBG2	-5.53406927	-1.26097321	-1.96618346
ACSF2	-6.09217628	-2.14058029	-3.65671888
ACSF3	-6.203511	-2.33816596	-3.54985066
ACSL1	-1.60613258	-0.85726105	-1.24811389
ACSL3	-1.94888781	-1.11775325	-1.49293946
ACSL5	-5.75596409	-1.61082805	-2.18234615
ACSL6	-2.59291043	-1.34718056	-1.75697357
ACSM1	-6.03404631	-2.05989041	-3.25941297
ACSM2A	-6.1389957	-2.47508372	-3.86650494
ACSM2B	-6.17624106	-2.3114091	-3.38977159
ACSM3	-6.11219612	-2.39004535	-3.71271187
ACSM4	-6.2645669	-3.28764995	-5.48272053
ACSM5	-6.11453567	-2.15651447	-3.16800878
ACSS1	-5.8577834	-1.66833988	-2.25505469
ACSS2	-5.7795924	-1.67090446	-2.23902798
ACSS3	-6.11882512	-2.1120955	-3.37040728
ACTA1	-6.17112345	-2.11996627	-3.47263885
ACTA2	-1.30014186	-0.09102419	-0.61223433
ACTB	-1.55947176	-0.08695828	-0.73562586
ACTBL2	-6.23776885	-2.38480373	-3.87089564
ACTC1	-2.94089229	-0.14909681	-1.20745919
ACTG1	-5.92166088	-1.25302843	-1.85956267
ACTG2	-2.1119572	-0.51962142	-1.31515084
ACTL10	-5.7447071	-0.08495114	-1.01978722
ACTL6A	-1.21715416	-0.09020307	-0.54618118
ACTL6B	-1.83471809	-0.88699868	-1.35197059
ACTL7A	-5.83716892	-1.28377811	-1.87864561
ACTL7B	-6.13673393	-1.68054314	-2.53557843
ACTL8	-6.19470202	-0.78153693	-1.71629954
ACTL9	-2.54825001	-0.00627019	-0.81181726
ACTN1	-1.24711887	-0.36498172	-0.82157612
ACTN2	-1.82097397	-1.07141933	-1.42765391
ACTN4	-0.98144198	-0.05998433	-0.43839627
ACTR10	-5.90231045	-1.61379456	-2.22531247
ACTR1A	-1.1196563	-0.07850257	-0.47328115
ACTR1B	-2.48855676	-1.07976977	-1.59540422
ACTR2	-1.11024808	-0.07504479	-0.44716621
ACTR3	-1.17764552	-0.08425885	-0.52843712
ACTR3B	-1.1718493	-0.08382319	-0.50609139
ACTR3C	-6.29287126	-3.43150989	-4.87104015
ACTR5	-6.10582462	-2.0594625	-2.89132882
ACTR6	-6.07344301	-1.78850813	-2.56382646
ACTR8	-5.75589588	-1.68903122	-2.27846307
ACTRT2	-6.09499007	-1.53793307	-2.59021176
ACTRT3	-6.02058571	-1.26740344	-1.90735415
ACVR1	-1.39518835	-0.2919886	-0.88590634
ACVR1B	-1.09035619	-0.07520258	-0.51983819
ACVR1C	-6.12078444	-2.14707114	-3.46008806
ACVR2A	-1.15353594	-0.08310322	-0.49115415
ACVR2B	-1.71811101	-0.73099297	-1.24715308
ACVRL1	-5.78572457	-1.42752371	-1.99434526
ACY1	-5.70244741	-1.33269319	-1.91460867
ACY3	-6.00603454	-1.37964792	-1.96678324
ACYP1	-5.72806753	-0.07503231	-1.01463342
ACYP2	-6.15715761	-1.95228241	-3.25651756
ADA	-6.15926751	-2.15730989	-3.02484921
ADAD1	-1.8179797	-0.75451671	-1.32367858
ADAD2	-5.36707945	-1.23209139	-1.832199
ADAL	-4.3660616	-0.45627191	-1.41762678
ADAM10	-1.01362907	-0.06366586	-0.43713873
ADAM11	-1.95176973	-1.19442034	-1.53379424
ADAM12	-4.17133834	-1.42156342	-1.92239996
ADAM15	-5.84294779	-1.79435562	-2.47879504
ADAM17	-1.56204646	-0.66697973	-1.14081983
ADAM18	-6.06879381	-2.30016123	-3.27280675
ADAM19	-4.95692415	-1.36069159	-2.02973018
ADAM2	-6.12213414	-2.62742363	-3.5900915
ADAM21	-6.20234803	-2.29977041	-3.65656875
ADAM22	-1.80659559	-1.17001881	-1.47750367
ADAM23	-1.52459996	-0.73715604	-1.14337483
ADAM28	-6.14215107	-2.18805989	-3.67572487
ADAM32	-6.11390306	-2.16069413	-3.67722687
ADAM33	-6.11447815	-2.15047121	-3.36093825
ADAM7	-6.12010181	-2.14479446	-3.07892536
ADAM8	-6.03629427	-2.04145251	-3.39535286
ADAM9	-1.6109662	-0.86150296	-1.26040095
ADAMDEC1	-6.11228892	-2.08265017	-2.83820743
ADAMTS1	-1.5768738	-0.66773048	-1.15583429
ADAMTS10	-0.88547186	-0.05394494	-0.39309294
ADAMTS12	-4.72310896	-1.45018488	-2.11416683
ADAMTS13	-2.16906763	-1.37695188	-1.70439447
ADAMTS14	-5.93489527	-1.93240295	-2.82616337
ADAMTS15	-5.78290559	-1.56588847	-2.16214238
ADAMTS16	-1.82215999	-1.20648188	-1.50898269
ADAMTS17	-4.59372936	-1.57132104	-2.10499439
ADAMTS18	-5.39837136	-1.77298531	-2.75895662
ADAMTS19	-2.1145761	-1.37296123	-1.67806812
ADAMTS2	-2.71049657	-1.35588722	-1.80777977
ADAMTS20	-4.85998673	-1.69734603	-2.67340915
ADAMTS3	-2.25817848	-1.42733109	-1.75073055
ADAMTS4	-5.89899065	-1.5994814	-2.30472864
ADAMTS5	-3.67458071	-1.19434098	-1.75058685
ADAMTS6	-1.59538109	-0.94681975	-1.29596326
ADAMTS7	-2.61113735	-1.53913107	-1.85741177
ADAMTS8	-6.17735227	-2.25565506	-3.46833401
ADAMTS9	-1.68164794	-1.25848783	-1.47370328
ADAMTSL1	-1.8134082	-1.25445772	-1.51060327
ADAMTSL2	-5.43231649	-1.07937029	-1.72383888
ADAMTSL3	-2.08944183	-1.50499061	-1.73085076
ADAMTSL4	-5.75383728	-1.65125718	-2.35734353
ADAMTSL5	-6.14099086	-2.04470823	-3.17825329
ADAP1	-1.96789044	-0.91723435	-1.41635555
ADAP2	-6.0537102	-2.04600317	-3.54053572
ADAR	-1.83979481	-1.14232622	-1.47928808
ADARB1	-1.56718667	-0.33402369	-0.97690057
ADARB2	-1.51570892	-0.33006854	-0.95027559
ADAT1	-6.1965262	-2.32668266	-3.57178258
ADAT2	-6.14558611	-2.0229603	-3.4832277
ADAT3	-6.22772689	-2.33240018	-4.48652368
ADC	-5.44697845	-1.24645899	-1.82852911
ADCK1	-6.12603038	-2.11481507	-3.04579847
ADCK2	-6.15833381	-2.62279099	-3.66722672
ADCK3	-6.0525387	-1.92696551	-2.64972099
ADCK4	-5.9877911	-1.76791506	-2.52637288
ADCK5	-2.15167684	-0.93103355	-1.47111063
ADCY1	-1.31187693	-0.39731701	-0.90559795
ADCY10	-5.59072268	-1.77328413	-2.64274573
ADCY2	-1.52249	-0.73686518	-1.17644825
ADCY3	-2.0874914	-1.36483571	-1.64895675
ADCY4	-5.96775767	-1.95312575	-2.99242674
ADCY5	-0.93306024	-0.05710349	-0.39803325
ADCY6	-1.74733271	-1.00178523	-1.37940453
ADCY7	-6.13732807	-2.22235821	-3.25654201
ADCY8	-5.42364352	-1.61259777	-2.15641874
ADCY9	-1.20047172	-0.23337013	-0.72036993
ADCYAP1	-5.0730332	-0.00677075	-0.89321089
ADCYAP1R1	-4.19643804	-1.1663832	-1.81516115
ADD1	-6.03227254	-1.88906111	-2.78076821
ADD2	-1.49470682	-0.62507452	-1.09336126
ADD3	-1.41047415	-0.44260842	-0.9404135
ADGB	-5.55623184	-1.69288546	-2.46265492
ADH1A	-6.10619955	-2.07201568	-3.45673799
ADH1B	-6.1825645	-2.28699924	-3.96888391
ADH4	-5.93138888	-1.28490598	-1.88375393
ADH5	-6.15714514	-2.17059078	-3.15909354
ADH6	-6.07267792	-2.03591598	-3.51688151
ADH7	-6.12821588	-1.85542215	-2.8390869
ADHFE1	-6.00647828	-1.73498075	-2.40476115
ADI1	-6.19899169	-2.2694198	-3.81543166
ADIPOQ	-5.25918557	-0.30022453	-1.30182028
ADIPOR1	-1.79919985	-0.33587159	-1.08760631
ADIPOR2	-1.64774412	-0.34416803	-1.07167151
ADIRF	-6.00557415	-0.20709097	-1.11742279
ADK	-6.01760943	-1.68924363	-2.29951251
ADM	-6.08296213	-1.09764774	-1.84656603
ADM2	-6.22957226	-2.30751024	-3.86476337
ADM5	-6.16467893	-0.32349619	-1.28752746
ADNP	-0.97830904	-0.06204496	-0.45274687
ADNP2	-1.81508195	-0.88137079	-1.35205306
ADO	-5.35654581	-0.00380178	-0.94831259
ADORA1	-5.77741105	-0.44505575	-1.40830908
ADORA2A	-1.45018576	-0.09688266	-0.68532295
ADORA2B	-6.19476507	-2.29577208	-3.6484557
ADORA3	-6.20036797	-2.27995355	-3.87824559
ADPGK	-4.56422132	-0.85437521	-1.59295168
ADPRH	-6.18588517	-2.57175018	-4.03805638
ADPRHL1	-6.20069612	-2.30607156	-3.80621205
ADPRHL2	-6.0963277	-1.65426794	-2.52388541
ADPRM	-2.71997607	-0.16406358	-1.19982076
ADRA1A	-6.20027874	-2.28182904	-3.83810339
ADRA1B	-6.10448985	-1.56562234	-2.223951
ADRA1D	-5.6496483	-0.67509663	-1.5302117
ADRA2A	-6.17668345	-1.93637103	-3.31105502
ADRA2B	-6.09574416	-1.88303769	-3.08789756
ADRA2C	-6.01327232	-1.26608679	-1.91638618
ADRB1	-6.09065239	-1.54317411	-2.18406872
ADRB2	-4.6908949	-0.22141013	-1.2555811
ADRB3	-2.57646748	-0.00365707	-0.84767859
ADRBK1	-1.22137568	-0.23815613	-0.73578802
ADRBK2	-1.70030539	-0.91528747	-1.30937277
ADRM1	-1.43110412	-0.09359692	-0.71044274
ADSL	-5.53604653	-1.47419802	-2.03112708
ADSS	-1.46911303	-0.30816513	-0.89166914
ADSSL1	-6.10185079	-2.14925327	-3.40582532
ADTRP	-6.0758401	-2.00182759	-3.9021814
AE000662.92	-5.86515462	-0.13031757	-1.06304119
AEBP1	-2.14753763	-1.41822034	-1.69340256
AEBP2	-1.23243281	-0.08799181	-0.64591833
AEN	-6.19981163	-2.30038892	-3.6869527
AES	-1.60002288	-0.08050081	-0.74331496
AFAP1	-5.81985375	-1.56112214	-2.27112357
AFAP1L1	-6.07206953	-2.06965403	-3.2142069
AFAP1L2	-5.30340106	-1.45848003	-2.00760811
AFF1	-1.51150095	-0.72485776	-1.12514348
AFF3	-1.24016961	-0.3623202	-0.81354615
AFF4	-0.88528456	-0.05263388	-0.38747205
AFG3L2	-5.6251482	-1.65026126	-2.20877427
AFM	-6.08463594	-2.079901	-3.93671327
AFMID	-6.11606342	-2.41621229	-3.53639582
AFP	-4.41647187	-1.16337804	-1.85863385
AFTPH	-1.32561461	-0.26923816	-0.81388643
AGA	-6.05477614	-1.74835343	-2.58890078
AGAP1	-1.44425572	-0.68646564	-1.099754
AGAP10	-6.20834205	-0.36406552	-1.45472276
AGAP2	-1.13278821	-0.21088656	-0.64805297
AGAP2-AS1	-1.55621915	-0.08721061	-0.72169467
AGAP3	-1.37100666	-0.42698098	-0.95593269
AGAP5	-5.18049964	-0.01513329	-0.94863323
AGAP6	-6.16112213	-2.04930785	-4.55037618
AGAP7	-6.1923676	-1.06300401	-1.93241147
AGBL1	-5.98428527	-2.17821421	-3.0230243
AGBL2	-6.09032946	-2.15205698	-3.16842013
AGBL3	-6.05956672	-2.0044599	-3.19986035
AGBL4	-6.07680762	-1.98062891	-3.0382376
AGBL5	-2.19260507	-1.36335782	-1.67195503
AGER	-6.07946355	-2.09430444	-3.35287924
AGFG1	-1.18928975	-0.08791437	-0.56901589
AGFG2	-5.71865393	-1.20778463	-1.81774093
AGGF1	-5.18179143	-1.31617933	-2.01527939
AGK	-6.00185783	-1.8439901	-2.70206296
AGL	-5.66791978	-1.85476075	-3.01109779
AGMAT	-6.10031825	-2.05451349	-2.77634642
AGMO	-6.04288339	-2.01016959	-3.18035477
AGO1	-0.88066588	-0.05128795	-0.38905983
AGO2	-0.98326656	-0.06338252	-0.40174257
AGO3	-0.93193824	-0.05743758	-0.3871714
AGO4	-1.41498396	-0.57746887	-1.03281688
AGPAT1	-1.26084367	-0.08613828	-0.59992436
AGPAT2	-6.14924973	-2.16832251	-3.52938482
AGPAT3	-1.23799129	-0.08916469	-0.55699218
AGPAT4	-1.45214598	-0.31329282	-0.91907582
AGPAT5	-6.02817917	-1.76049931	-2.45835891
AGPAT6	-1.44430797	-0.30559041	-0.90792844
AGPAT9	-6.01599517	-2.0509043	-3.31033435
AGPS	-1.02632151	-0.06748777	-0.45138922
AGR2	-6.15972022	-2.00679433	-3.44834314
AGR3	-6.16038813	-2.34277017	-3.02526035
AGRN	-1.8799914	-1.32838484	-1.57715333
AGRP	-6.1947346	-1.8975287	-3.48879225
AGT	-5.95038203	-1.37379528	-1.94782109
AGTPBP1	-1.75141855	-1.14406191	-1.44970282
AGTR1	-4.29054234	-0.17128591	-1.2350669
AGTRAP	-4.89975127	-0.00872565	-0.90492887
AGXT	-6.1080397	-1.991307	-2.96294065
AGXT2	-6.12380499	-2.70057583	-4.09012562
AHCTF1	-5.73032553	-2.42348247	-3.54214698
AHCY	-5.40698377	-1.11335562	-1.73808618
AHCYL1	-1.51493246	-0.63619943	-1.09410089
AHCYL2	-1.57951142	-0.66986798	-1.15337846
AHDC1	-0.99177437	-0.06326987	-0.46308946
AHI1	-5.90986692	-1.97230576	-3.17766156
AHNAK	-1.43612154	-0.79133667	-1.13101904
AHNAK2	-6.00115581	-1.55533552	-2.14194526
AHR	-0.96457559	-0.05906975	-0.4503899
AHRR	-2.06512717	-0.78076056	-1.3912517
AHSA1	-1.27569251	-0.09345072	-0.63250695
AHSA2	-6.15427963	-2.13145602	-3.74904215
AHSG	-6.13373517	-2.16709607	-3.91540651
AICDA	-6.0344836	-1.60083919	-2.35075193
AIDA	-5.8827362	-1.40110716	-1.97938187
AIF1	-6.17113565	-2.32828139	-4.18425398
AIF1L	-6.11321637	-1.74354636	-3.04899691
AIFM2	-6.23331279	-2.37109142	-3.69571168
AIFM3	-6.03418291	-2.12317348	-3.33263871
AIG1	-6.02982652	-1.51680341	-2.09512528
AIM1	-5.87369314	-1.93417023	-3.08868842
AIM1L	-5.93804306	-1.78090577	-2.5315362
AIM2	-6.19208875	-2.27458662	-3.67816841
AIMP1	-6.11622894	-2.04875613	-3.21775422
AIMP2	-6.09217019	-1.62272223	-2.5011198
AIP	-2.96133829	-0.67205574	-1.47018996
AIPL1	-6.04289661	-1.75833833	-2.60210717
AIRE	-6.05314228	-2.07996566	-3.04375603
AJAP1	-1.35520912	-0.09658905	-0.66868908
AJUBA	-3.71095308	-0.93611997	-1.61898422
AK1	-6.12887192	-2.11635837	-2.77625949
AK2	-6.03399718	-1.64375149	-2.2209551
AK3	-6.1439228	-1.87923006	-3.15430695
AK4	-4.45808139	-0.19303488	-1.26332521
AK5	-1.83266618	-0.89038474	-1.35285975
AK7	-4.52759565	-1.45417957	-1.97448635
AK8	-6.08526215	-1.99929581	-3.15613957
AK9	-2.7344304	-1.52794035	-1.92377948
AKAP1	-1.71463634	-0.83584459	-1.30290542
AKAP10	-1.67302622	-0.8193612	-1.26409139
AKAP11	-1.72582098	-1.0982178	-1.40729061
AKAP12	-1.64684217	-0.8077054	-1.25973623
AKAP13	-1.98703748	-1.51788923	-1.70360666
AKAP2	-2.18869601	-1.33375007	-1.66583651
AKAP3	-6.11783004	-2.06074329	-2.99231429
AKAP5	-4.15802798	-0.17812546	-1.236017
AKAP6	-1.45770419	-0.88592726	-1.17373702
AKAP7	-6.17515842	-2.21304694	-3.47909478
AKAP8	-1.99718644	-0.91317728	-1.42399804
AKAP8L	-1.71975911	-0.84177726	-1.29309222
AKAP9	-2.04824717	-1.57393662	-1.77989411
AKIP1	-6.22902945	-2.38948352	-3.78277427
AKIRIN1	-1.73887312	-0.05928293	-0.77227136
AKIRIN2	-1.32701115	-0.09436049	-0.66931604
AKNA	-2.32891349	-1.4040206	-1.7380579
AKNAD1	-6.04376944	-2.11570675	-3.71839566
AKR1A1	-6.01622907	-1.68909746	-2.29870747
AKR1B1	-6.03336083	-1.6348482	-2.22876501
AKR1B10	-6.09212001	-2.01786759	-3.86175446
AKR1B15	-6.19972095	-2.19483033	-3.8921537
AKR1C1	-6.03190388	-2.03450239	-3.20176329
AKR1C2	-6.00569375	-1.69653902	-2.34770018
AKR1C3	-6.12479165	-2.07989725	-2.9581104
AKR1C4	-6.20364332	-2.28915175	-3.44323045
AKR1CL1	-6.06915888	-0.63889693	-1.54869397
AKR1D1	-6.14893391	-2.25275577	-3.56916782
AKR1E2	-6.16333501	-2.33383153	-4.04853458
AKR7A2	-6.12595416	-1.93453123	-2.94480636
AKR7A3	-6.17545782	-2.22206558	-3.48588865
AKR7L	-6.23449385	-2.29482687	-4.20382548
AKT1	-1.38663583	-0.29118252	-0.87792104
AKT1S1	-4.99122919	-0.24996109	-1.28159094
AKT2	-1.96168026	-0.78717459	-1.38392628
AKT3	-1.16623001	-0.08335108	-0.5392835
AKTIP	-1.293092	-0.09027549	-0.61257694
AL021546.6	-6.23253504	-2.49785337	-4.27160194
AL022328.1	-6.14999423	-0.30799797	-1.24669975
AL031666.2	-6.2049888	-1.88544188	-4.58128707
AL035406.1	-6.19944482	-0.36288948	-1.44326643
AL035588.1	-6.20871332	-0.35431708	-1.36195316
AL049829.1	-6.08961715	-0.24245963	-1.20381997
AL121963.1	-6.08692237	-1.05635989	-1.8587381
AL133481.1	-6.17206697	-0.33388293	-1.16474684
AL135998.1	-6.23258787	-0.4188387	-1.54772203
AL136376.1	-6.16006787	-1.4391024	-4.62328899
AL161450.1	-6.00920233	-0.5415646	-4.53433361
AL161645.2	-6.20890528	-0.38553078	-1.7138087
AL161784.1	-6.14345166	-1.10627029	-2.13592943
AL162431.1	-6.24823552	-0.42035108	-2.09300218
AL163636.6	-6.18381422	-1.23812537	-5.20685386
AL353354.1	-6.16600545	-0.33722724	-1.36154555
AL355490.1	-5.7853592	-0.1011826	-1.02314488
AL356356.1	-5.01923574	-0.00576168	-0.88634494
AL359736.1	-6.24384854	-0.40328492	-1.7938953
AL391421.1	-6.02924007	-0.20603674	-1.13678886
AL441883.1	-6.16746269	-1.32671637	-2.33428666
AL589765.1	-5.88234942	-0.12161928	-1.05370004
AL590708.2	-6.19060031	-0.35894607	-1.27938381
AL590714.1	-6.04929571	-0.50039656	-1.74027166
AL591025.1	-6.19899706	-1.89606029	-3.48366102
AL627171.1	-6.20237948	-0.36071444	-1.4987413
AL645922.1	-6.13887796	-1.2256551	-4.16259559
AL646016.1	-6.24168707	-0.38006859	-1.77469871
AL929472.1	-6.21167972	-0.36705423	-1.67857411
ALAD	-3.80414123	-0.94195899	-1.60496449
ALAS1	-1.72179391	-0.73211393	-1.25894789
ALB	-1.80380855	-0.9621124	-1.38066792
ALCAM	-1.97683472	-0.91829793	-1.42150185
ALDH16A1	-6.07604473	-2.09839774	-3.26295083
ALDH18A1	-2.00958037	-1.24308604	-1.58626645
ALDH1A1	-1.44885918	-0.30609197	-0.88694389
ALDH1A2	-1.64249498	-0.53115949	-1.12449174
ALDH1A3	-2.43632272	-0.72639905	-1.42930839
ALDH1B1	-6.16865624	-2.3324627	-3.46729155
ALDH1L1	-6.09770855	-2.12676737	-3.55776239
ALDH1L2	-5.95969312	-2.09074092	-3.09657017
ALDH2	-6.19375336	-2.27794948	-3.79431689
ALDH3A1	-6.07381605	-2.11332373	-3.20695856
ALDH3A2	-4.1904296	-0.96052345	-1.63533647
ALDH3B1	-6.1144123	-1.91978983	-2.83119626
ALDH3B2	-6.12356503	-2.12319874	-3.1046062
ALDH4A1	-6.08483976	-1.9945757	-2.97699144
ALDH5A1	-6.1754367	-2.27280779	-3.88764068
ALDH6A1	-5.3400037	-1.41931169	-1.9811943
ALDH7A1	-6.11398877	-2.14937993	-3.24295645
ALDH8A1	-5.62709817	-1.0411448	-1.70629399
ALDH9A1	-6.03642151	-2.04113298	-3.4053299
ALDOA	-3.74474052	-0.81787177	-1.55451303
ALDOB	-6.13233725	-2.03931073	-3.37051099
ALDOC	-1.80087943	-0.56038132	-1.21752622
ALG1	-6.20332052	-2.30690706	-3.67598933
ALG10	-6.17345895	-2.08845307	-3.74412872
ALG10B	-6.06105817	-2.02108383	-3.81881341
ALG11	-6.07885015	-1.81897918	-2.46756016
ALG12	-6.15343606	-2.12278892	-2.97948156
ALG14	-6.19558487	-2.21850297	-3.95708559
ALG1L	-6.15021048	-1.61154455	-2.45395361
ALG2	-2.4338393	-0.19660956	-1.17025626
ALG3	-6.08946531	-1.92168524	-2.71481237
ALG5	-1.60901671	-0.51724139	-1.0920259
ALG6	-3.22690505	-1.02632717	-1.63708567
ALG8	-6.09992066	-2.21594334	-3.39848869
ALG9	-2.22925031	-1.03337792	-1.51057144
ALK	-1.85870346	-1.30398352	-1.55723072
ALKBH1	-6.17505408	-2.29793282	-3.83262665
ALKBH2	-6.06695488	-1.50364355	-2.11793546
ALKBH3	-6.05314421	-2.3138569	-3.29317064
ALKBH4	-5.3557134	-0.33417084	-1.32866699
ALKBH5	-1.44747985	-0.09359144	-0.71266356
ALKBH6	-1.42098038	-0.09573269	-0.7278592
ALKBH7	-6.1976314	-2.32508528	-3.75484053
ALKBH8	-4.30237192	-0.99135581	-1.66552001
ALLC	-6.10034015	-2.17146387	-3.56205988
ALMS1	-2.80147584	-1.66729243	-2.04300828
ALOX12	-5.94547517	-1.71312196	-2.43129721
ALOX12B	-2.11108806	-1.10250713	-1.52957326
ALOX15	-6.14489876	-2.19342809	-3.52018875
ALOX15B	-6.01456161	-2.12267652	-3.28591554
ALOX5	-1.94773562	-1.15553304	-1.50941515
ALOX5AP	-3.95293701	-0.00204439	-0.84269106
ALOXE3	-6.11907877	-2.18186739	-3.4997971
ALPI	-6.18756983	-2.25260378	-3.7819833
ALPK1	-5.49102703	-1.43390322	-2.11802602
ALPK2	-5.49784698	-1.52812866	-2.20822686
ALPK3	-5.95957921	-1.98692317	-3.38030278
ALPL	-5.84700436	-1.57597293	-2.1680525
ALPP	-6.06569992	-1.91604343	-2.92256767
